question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,subject,chapter,difficulty
CB7-03955,What is 14 + 29?,43,44,42,45,A,14 + 29 = 43,SST,Medieval India,Medium
CB7-03956,What is 8 + 44?,51,53,54,52,D,8 + 44 = 52,SST,Markets,Hard
CB7-03957,What is 43 + 28?,72,73,71,70,C,43 + 28 = 71,SST,Mughal Empire,Hard
CB7-03958,What is 35 + 6?,41,40,42,43,A,35 + 6 = 41,Maths,Data Handling,Easy
CB7-03959,What is 43 + 10?,54,53,55,52,B,43 + 10 = 53,SST,Mughal Empire,Medium
CB7-03960,What is 29 + 29?,58,57,59,60,A,29 + 29 = 58,SST,Delhi Sultanate,Medium
CB7-03961,What is 17 + 38?,57,54,55,56,C,17 + 38 = 55,SST,State Government,Medium
CB7-03962,What is 10 + 7?,18,19,17,16,C,10 + 7 = 17,SST,Medieval India,Medium
CB7-03963,What is 1 + 28?,29,31,28,30,A,1 + 28 = 29,English,Sentence Correction,Hard
CB7-03964,What is 34 + 26?,59,62,60,61,C,34 + 26 = 60,Maths,Simple Equations,Hard
CB7-03965,What is 42 + 7?,48,49,51,50,B,42 + 7 = 49,Science,Light,Easy
CB7-03966,What is 38 + 45?,83,84,82,85,A,38 + 45 = 83,Science,Soil,Easy
CB7-03967,What is 48 + 22?,70,72,69,71,A,48 + 22 = 70,Maths,Data Handling,Hard
CB7-03968,What is 13 + 40?,54,53,52,55,B,13 + 40 = 53,English,Parts of Speech,Medium
CB7-03969,What is 12 + 41?,55,54,52,53,D,12 + 41 = 53,Science,Reproduction in Plants,Easy
CB7-03970,What is 9 + 3?,14,11,13,12,D,9 + 3 = 12,Science,Reproduction in Plants,Medium
CB7-03971,What is 36 + 4?,41,40,39,42,B,36 + 4 = 40,Science,Reproduction in Plants,Hard
CB7-03972,What is 25 + 23?,48,50,49,47,A,25 + 23 = 48,Maths,Data Handling,Hard
CB7-03973,What is 5 + 3?,9,7,8,10,C,5 + 3 = 8,Maths,Simple Equations,Easy
CB7-03974,What is 27 + 47?,75,76,73,74,D,27 + 47 = 74,SST,State Government,Medium
CB7-03975,What is 13 + 1?,15,14,16,13,B,13 + 1 = 14,English,Grammar,Medium
CB7-03976,What is 22 + 25?,46,47,48,49,B,22 + 25 = 47,Science,Weather Climate,Medium
CB7-03977,What is 28 + 6?,35,33,34,36,C,28 + 6 = 34,Maths,Rational Numbers,Easy
CB7-03978,What is 44 + 11?,57,55,54,56,B,44 + 11 = 55,English,Synonyms Antonyms,Easy
CB7-03979,What is 41 + 5?,45,47,48,46,D,41 + 5 = 46,English,Synonyms Antonyms,Easy
CB7-03980,What is 15 + 33?,49,48,47,50,B,15 + 33 = 48,Science,Fibre to Fabric,Easy
CB7-03981,What is 15 + 8?,22,24,25,23,D,15 + 8 = 23,Maths,Perimeter and Area,Easy
CB7-03982,What is 21 + 6?,27,26,29,28,A,21 + 6 = 27,English,Tenses,Hard
CB7-03983,What is 11 + 42?,55,54,52,53,D,11 + 42 = 53,Maths,Algebra,Hard
CB7-03984,What is 47 + 4?,50,51,53,52,B,47 + 4 = 51,English,Comprehension,Medium
CB7-03985,What is 16 + 14?,30,29,32,31,A,16 + 14 = 30,English,Parts of Speech,Hard
CB7-03986,What is 49 + 37?,86,87,88,85,A,49 + 37 = 86,Maths,Algebra,Medium
CB7-03987,What is 38 + 27?,65,64,67,66,A,38 + 27 = 65,Maths,Integers,Hard
CB7-03988,What is 50 + 32?,82,81,83,84,A,50 + 32 = 82,Science,Electric Current,Medium
CB7-03989,What is 41 + 40?,83,80,81,82,C,41 + 40 = 81,Maths,Rational Numbers,Medium
CB7-03990,What is 31 + 13?,43,45,46,44,D,31 + 13 = 44,SST,Equality,Hard
CB7-03991,What is 6 + 49?,55,54,57,56,A,6 + 49 = 55,English,Synonyms Antonyms,Medium
CB7-03992,What is 4 + 49?,55,53,52,54,B,4 + 49 = 53,Science,Soil,Medium
CB7-03993,What is 28 + 10?,38,40,37,39,A,28 + 10 = 38,Maths,Comparing Quantities,Hard
CB7-03994,What is 18 + 46?,65,66,64,63,C,18 + 46 = 64,Science,Nutrition in Plants,Medium
CB7-03995,What is 46 + 5?,53,50,51,52,C,46 + 5 = 51,Maths,Simple Equations,Medium
CB7-03996,What is 42 + 31?,73,72,75,74,A,42 + 31 = 73,SST,Environment,Hard
CB7-03997,What is 15 + 5?,20,21,19,22,A,15 + 5 = 20,English,Fill in the Blanks,Medium
CB7-03998,What is 35 + 6?,40,43,42,41,D,35 + 6 = 41,Science,Soil,Hard
CB7-03999,What is 13 + 29?,42,41,44,43,A,13 + 29 = 42,SST,Inside our Earth,Medium
CB7-04000,What is 50 + 48?,97,100,99,98,D,50 + 48 = 98,Science,Physical and Chemical Changes,Easy
CB7-04001,What is 38 + 29?,66,68,67,69,C,38 + 29 = 67,Maths,Algebra,Hard
CB7-04002,What is 15 + 14?,29,31,28,30,A,15 + 14 = 29,SST,Environment,Easy
CB7-04003,What is 1 + 15?,16,17,18,15,A,1 + 15 = 16,Science,Electric Current,Hard
CB7-04004,What is 6 + 26?,34,31,33,32,D,6 + 26 = 32,Science,Respiration,Medium
CB7-04005,What is 28 + 4?,33,34,32,31,C,28 + 4 = 32,Science,Acids Bases and Salts,Easy
CB7-04006,What is 14 + 21?,34,35,37,36,B,14 + 21 = 35,Science,Soil,Easy
CB7-04007,What is 17 + 36?,53,54,52,55,A,17 + 36 = 53,Science,Nutrition in Animals,Medium
CB7-04008,What is 36 + 3?,40,38,39,41,C,36 + 3 = 39,SST,Air and Water,Hard
CB7-04009,What is 3 + 4?,8,6,7,9,C,3 + 4 = 7,Science,Electric Current,Medium
CB7-04010,What is 10 + 41?,53,52,51,50,C,10 + 41 = 51,Science,Motion and Time,Easy
CB7-04011,What is 20 + 40?,61,62,60,59,C,20 + 40 = 60,Science,Light,Easy
CB7-04012,What is 43 + 35?,77,79,80,78,D,43 + 35 = 78,Maths,Triangle and Properties,Easy
CB7-04013,What is 10 + 4?,16,13,15,14,D,10 + 4 = 14,Maths,Simple Equations,Easy
CB7-04014,What is 8 + 27?,37,35,36,34,B,8 + 27 = 35,Science,Soil,Medium
CB7-04015,What is 21 + 40?,60,62,63,61,D,21 + 40 = 61,SST,Medieval India,Easy
CB7-04016,What is 44 + 41?,87,86,85,84,C,44 + 41 = 85,SST,State Government,Medium
CB7-04017,What is 35 + 47?,81,82,84,83,B,35 + 47 = 82,English,Vocabulary,Hard
CB7-04018,What is 28 + 6?,36,35,33,34,D,28 + 6 = 34,SST,Markets,Medium
CB7-04019,What is 9 + 8?,18,19,16,17,D,9 + 8 = 17,English,Sentence Correction,Easy
CB7-04020,What is 34 + 38?,73,74,71,72,D,34 + 38 = 72,Science,Nutrition in Animals,Medium
CB7-04021,What is 20 + 26?,45,48,47,46,D,20 + 26 = 46,English,Comprehension,Medium
CB7-04022,What is 46 + 49?,97,96,94,95,D,46 + 49 = 95,Science,Light,Easy
CB7-04023,What is 16 + 38?,55,54,56,53,B,16 + 38 = 54,Maths,Lines and Angles,Easy
CB7-04024,What is 42 + 49?,92,90,93,91,D,42 + 49 = 91,Science,Weather Climate,Hard
CB7-04025,What is 29 + 49?,80,77,78,79,C,29 + 49 = 78,Maths,Fractions and Decimals,Easy
CB7-04026,What is 40 + 22?,64,62,63,61,B,40 + 22 = 62,Maths,Triangle and Properties,Hard
CB7-04027,What is 9 + 37?,45,46,48,47,B,9 + 37 = 46,English,Synonyms Antonyms,Easy
CB7-04028,What is 40 + 23?,64,65,63,62,C,40 + 23 = 63,SST,Media,Hard
CB7-04029,What is 3 + 6?,9,10,8,11,A,3 + 6 = 9,English,Tenses,Medium
CB7-04030,What is 39 + 24?,63,64,62,65,A,39 + 24 = 63,SST,Government,Medium
CB7-04031,What is 16 + 49?,65,66,67,64,A,16 + 49 = 65,Science,Fibre to Fabric,Hard
CB7-04032,What is 18 + 33?,50,52,53,51,D,18 + 33 = 51,Maths,Rational Numbers,Medium
CB7-04033,What is 50 + 22?,73,74,71,72,D,50 + 22 = 72,SST,State Government,Easy
CB7-04034,What is 21 + 8?,28,31,30,29,D,21 + 8 = 29,English,Tenses,Medium
CB7-04035,What is 32 + 36?,70,69,67,68,D,32 + 36 = 68,English,Vocabulary,Hard
CB7-04036,What is 49 + 43?,93,91,94,92,D,49 + 43 = 92,SST,Government,Hard
CB7-04037,What is 50 + 28?,79,77,80,78,D,50 + 28 = 78,English,Grammar,Medium
CB7-04038,What is 1 + 20?,23,22,21,20,C,1 + 20 = 21,English,Grammar,Easy
CB7-04039,What is 44 + 29?,73,72,75,74,A,44 + 29 = 73,English,Tenses,Medium
CB7-04040,What is 9 + 46?,55,54,57,56,A,9 + 46 = 55,English,Synonyms Antonyms,Medium
CB7-04041,What is 3 + 50?,53,55,54,52,A,3 + 50 = 53,English,Synonyms Antonyms,Easy
CB7-04042,What is 21 + 10?,33,31,30,32,B,21 + 10 = 31,Maths,Data Handling,Hard
CB7-04043,What is 29 + 29?,59,57,58,60,C,29 + 29 = 58,Science,Physical and Chemical Changes,Hard
CB7-04044,What is 15 + 15?,32,30,31,29,B,15 + 15 = 30,Science,Transportation in Plants and Animals,Easy
CB7-04045,What is 26 + 29?,57,55,54,56,B,26 + 29 = 55,SST,Equality,Hard
CB7-04046,What is 9 + 24?,34,35,32,33,D,9 + 24 = 33,Maths,Data Handling,Easy
CB7-04047,What is 10 + 19?,31,30,29,28,C,10 + 19 = 29,Science,Fibre to Fabric,Easy
CB7-04048,What is 38 + 29?,69,67,68,66,B,38 + 29 = 67,SST,Air and Water,Medium
CB7-04049,What is 3 + 14?,18,19,17,16,C,3 + 14 = 17,Maths,Simple Equations,Easy
CB7-04050,What is 8 + 9?,19,17,18,16,B,8 + 9 = 17,Maths,Simple Equations,Medium
CB7-04051,What is 39 + 3?,44,41,42,43,C,39 + 3 = 42,Maths,Fractions and Decimals,Easy
CB7-04052,What is 38 + 34?,71,73,74,72,D,38 + 34 = 72,Maths,Perimeter and Area,Hard
CB7-04053,What is 23 + 46?,71,70,68,69,D,23 + 46 = 69,Science,Weather Climate,Hard
CB7-04054,What is 30 + 7?,37,38,39,36,A,30 + 7 = 37,SST,Markets,Easy
CB7-04055,What is 19 + 16?,35,37,36,34,A,19 + 16 = 35,SST,Inside our Earth,Easy
CB7-04056,What is 28 + 23?,50,51,53,52,B,28 + 23 = 51,Science,Transportation in Plants and Animals,Easy
CB7-04057,What is 47 + 28?,77,74,76,75,D,47 + 28 = 75,English,Comprehension,Medium
CB7-04058,What is 22 + 37?,59,61,60,58,A,22 + 37 = 59,SST,Markets,Hard
CB7-04059,What is 2 + 25?,27,29,28,26,A,2 + 25 = 27,SST,Medieval India,Medium
CB7-04060,What is 11 + 17?,30,28,29,27,B,11 + 17 = 28,English,Synonyms Antonyms,Hard
CB7-04061,What is 36 + 3?,39,40,41,38,A,36 + 3 = 39,SST,Medieval India,Hard
CB7-04062,What is 33 + 35?,67,69,70,68,D,33 + 35 = 68,Science,Nutrition in Plants,Easy
CB7-04063,What is 16 + 41?,59,57,56,58,B,16 + 41 = 57,SST,Medieval India,Medium
CB7-04064,What is 16 + 30?,48,47,46,45,C,16 + 30 = 46,English,Comprehension,Medium
CB7-04065,What is 25 + 44?,69,70,71,68,A,25 + 44 = 69,English,Vocabulary,Hard
CB7-04066,What is 32 + 11?,42,44,43,45,C,32 + 11 = 43,Maths,Perimeter and Area,Easy
CB7-04067,What is 2 + 12?,13,16,15,14,D,2 + 12 = 14,Science,Acids Bases and Salts,Easy
CB7-04068,What is 5 + 40?,45,44,46,47,A,5 + 40 = 45,SST,Media,Hard
CB7-04069,What is 41 + 48?,88,89,90,91,B,41 + 48 = 89,SST,Markets,Hard
CB7-04070,What is 4 + 11?,17,16,14,15,D,4 + 11 = 15,SST,Equality,Easy
CB7-04071,What is 48 + 17?,64,67,66,65,D,48 + 17 = 65,Science,Respiration,Hard
CB7-04072,What is 16 + 25?,42,40,43,41,D,16 + 25 = 41,English,Parts of Speech,Medium
CB7-04073,What is 1 + 40?,43,40,41,42,C,1 + 40 = 41,SST,Equality,Hard
CB7-04074,What is 11 + 45?,56,57,58,55,A,11 + 45 = 56,Science,Reproduction in Plants,Easy
CB7-04075,What is 19 + 16?,36,34,37,35,D,19 + 16 = 35,English,Parts of Speech,Medium
CB7-04076,What is 17 + 5?,23,21,24,22,D,17 + 5 = 22,English,Grammar,Easy
CB7-04077,What is 49 + 9?,59,60,57,58,D,49 + 9 = 58,English,Tenses,Medium
CB7-04078,What is 2 + 34?,35,38,36,37,C,2 + 34 = 36,SST,State Government,Medium
CB7-04079,What is 26 + 27?,55,52,53,54,C,26 + 27 = 53,English,Fill in the Blanks,Easy
CB7-04080,What is 47 + 12?,58,59,60,61,B,47 + 12 = 59,SST,Environment,Medium
CB7-04081,What is 34 + 46?,79,80,82,81,B,34 + 46 = 80,English,Sentence Correction,Hard
CB7-04082,What is 12 + 33?,45,44,46,47,A,12 + 33 = 45,Maths,Data Handling,Hard
CB7-04083,What is 49 + 33?,83,82,81,84,B,49 + 33 = 82,Science,Respiration,Hard
CB7-04084,What is 10 + 11?,20,22,23,21,D,10 + 11 = 21,Science,Respiration,Medium
CB7-04085,What is 26 + 12?,40,39,38,37,C,26 + 12 = 38,English,Vocabulary,Easy
CB7-04086,What is 34 + 4?,40,37,39,38,D,34 + 4 = 38,SST,Environment,Medium
CB7-04087,What is 12 + 20?,31,33,34,32,D,12 + 20 = 32,English,Parts of Speech,Hard
CB7-04088,What is 49 + 34?,85,82,83,84,C,49 + 34 = 83,English,Comprehension,Easy
CB7-04089,What is 15 + 15?,30,32,29,31,A,15 + 15 = 30,English,Tenses,Hard
CB7-04090,What is 28 + 33?,62,61,63,60,B,28 + 33 = 61,SST,Equality,Medium
CB7-04091,What is 10 + 30?,42,40,39,41,B,10 + 30 = 40,Science,Nutrition in Plants,Hard
CB7-04092,What is 8 + 22?,31,30,32,29,B,8 + 22 = 30,Maths,Lines and Angles,Easy
CB7-04093,What is 35 + 19?,53,56,54,55,C,35 + 19 = 54,Maths,Integers,Hard
CB7-04094,What is 6 + 5?,10,13,11,12,C,6 + 5 = 11,Maths,Comparing Quantities,Hard
CB7-04095,What is 46 + 28?,73,75,76,74,D,46 + 28 = 74,SST,Air and Water,Easy
CB7-04096,What is 49 + 15?,63,66,65,64,D,49 + 15 = 64,SST,Markets,Hard
CB7-04097,What is 15 + 44?,60,61,59,58,C,15 + 44 = 59,Maths,Perimeter and Area,Hard
CB7-04098,What is 39 + 23?,61,62,64,63,B,39 + 23 = 62,Science,Weather Climate,Hard
CB7-04099,What is 48 + 2?,50,49,51,52,A,48 + 2 = 50,Science,Transportation in Plants and Animals,Easy
CB7-04100,What is 15 + 10?,25,27,24,26,A,15 + 10 = 25,Science,Respiration,Hard
CB7-04101,What is 5 + 15?,22,20,19,21,B,5 + 15 = 20,Maths,Triangle and Properties,Hard
CB7-04102,What is 31 + 11?,43,41,44,42,D,31 + 11 = 42,Science,Light,Easy
CB7-04103,What is 14 + 29?,45,43,44,42,B,14 + 29 = 43,Science,Respiration,Easy
CB7-04104,What is 48 + 44?,91,94,92,93,C,48 + 44 = 92,Science,Soil,Easy
CB7-04105,What is 28 + 5?,34,32,33,35,C,28 + 5 = 33,English,Tenses,Easy
CB7-04106,What is 39 + 11?,49,50,51,52,B,39 + 11 = 50,English,Tenses,Hard
CB7-04107,What is 31 + 2?,34,33,35,32,B,31 + 2 = 33,Science,Light,Easy
CB7-04108,What is 36 + 17?,54,53,55,52,B,36 + 17 = 53,SST,Markets,Easy
CB7-04109,What is 4 + 7?,11,12,13,10,A,4 + 7 = 11,Maths,Triangle and Properties,Medium
CB7-04110,What is 48 + 26?,74,73,76,75,A,48 + 26 = 74,English,Tenses,Medium
CB7-04111,What is 36 + 49?,86,85,87,84,B,36 + 49 = 85,Science,Respiration,Hard
CB7-04112,What is 21 + 2?,24,22,23,25,C,21 + 2 = 23,Maths,Algebra,Medium
CB7-04113,What is 17 + 3?,19,22,20,21,C,17 + 3 = 20,Science,Weather Climate,Easy
CB7-04114,What is 7 + 44?,50,51,52,53,B,7 + 44 = 51,SST,Air and Water,Medium
CB7-04115,What is 16 + 16?,32,34,33,31,A,16 + 16 = 32,Maths,Lines and Angles,Hard
CB7-04116,What is 8 + 28?,38,35,36,37,C,8 + 28 = 36,Science,Respiration,Medium
CB7-04117,What is 19 + 23?,41,43,42,44,C,19 + 23 = 42,SST,Markets,Easy
CB7-04118,What is 49 + 49?,97,98,99,100,B,49 + 49 = 98,Maths,Data Handling,Hard
CB7-04119,What is 9 + 15?,25,23,26,24,D,9 + 15 = 24,Maths,Triangle and Properties,Easy
CB7-04120,What is 3 + 7?,9,10,11,12,B,3 + 7 = 10,Maths,Simple Equations,Medium
CB7-04121,What is 49 + 8?,58,59,56,57,D,49 + 8 = 57,Science,Electric Current,Easy
CB7-04122,What is 4 + 24?,27,28,29,30,B,4 + 24 = 28,English,Parts of Speech,Hard
CB7-04123,What is 13 + 45?,60,58,59,57,B,13 + 45 = 58,SST,Government,Hard
CB7-04124,What is 33 + 5?,39,40,37,38,D,33 + 5 = 38,Maths,Lines and Angles,Hard
CB7-04125,What is 11 + 41?,53,51,52,54,C,11 + 41 = 52,SST,Media,Easy
CB7-04126,What is 28 + 47?,75,76,74,77,A,28 + 47 = 75,Science,Fibre to Fabric,Medium
CB7-04127,What is 14 + 43?,59,56,58,57,D,14 + 43 = 57,SST,Medieval India,Easy
CB7-04128,What is 33 + 41?,75,73,74,76,C,33 + 41 = 74,Maths,Simple Equations,Easy
CB7-04129,What is 14 + 12?,25,28,27,26,D,14 + 12 = 26,English,Vocabulary,Easy
CB7-04130,What is 27 + 14?,42,41,40,43,B,27 + 14 = 41,English,Tenses,Easy
CB7-04131,What is 23 + 14?,39,38,37,36,C,23 + 14 = 37,SST,Mughal Empire,Easy
CB7-04132,What is 32 + 31?,64,65,63,62,C,32 + 31 = 63,SST,State Government,Hard
CB7-04133,What is 33 + 13?,46,45,47,48,A,33 + 13 = 46,Science,Electric Current,Easy
CB7-04134,What is 7 + 9?,16,17,18,15,A,7 + 9 = 16,SST,Air and Water,Easy
CB7-04135,What is 11 + 28?,39,40,38,41,A,11 + 28 = 39,SST,State Government,Easy
CB7-04136,What is 26 + 42?,70,68,67,69,B,26 + 42 = 68,Maths,Lines and Angles,Medium
CB7-04137,What is 17 + 20?,36,37,38,39,B,17 + 20 = 37,Science,Soil,Hard
CB7-04138,What is 31 + 5?,37,36,35,38,B,31 + 5 = 36,English,Synonyms Antonyms,Medium
CB7-04139,What is 29 + 46?,74,76,77,75,D,29 + 46 = 75,Maths,Rational Numbers,Easy
CB7-04140,What is 22 + 17?,41,40,39,38,C,22 + 17 = 39,Maths,Fractions and Decimals,Hard
CB7-04141,What is 30 + 34?,65,66,63,64,D,30 + 34 = 64,Maths,Integers,Easy
CB7-04142,What is 3 + 7?,12,11,9,10,D,3 + 7 = 10,SST,Media,Medium
CB7-04143,What is 16 + 28?,43,46,44,45,C,16 + 28 = 44,SST,Medieval India,Hard
CB7-04144,What is 39 + 11?,49,52,51,50,D,39 + 11 = 50,English,Grammar,Hard
CB7-04145,What is 18 + 35?,55,54,53,52,C,18 + 35 = 53,Maths,Comparing Quantities,Hard
CB7-04146,What is 27 + 8?,37,36,34,35,D,27 + 8 = 35,Maths,Lines and Angles,Hard
CB7-04147,What is 23 + 30?,55,53,54,52,B,23 + 30 = 53,English,Sentence Correction,Medium
CB7-04148,What is 25 + 25?,52,50,49,51,B,25 + 25 = 50,Maths,Perimeter and Area,Easy
CB7-04149,What is 3 + 44?,49,47,48,46,B,3 + 44 = 47,Science,Soil,Easy
CB7-04150,What is 9 + 40?,49,51,50,48,A,9 + 40 = 49,SST,Mughal Empire,Hard
CB7-04151,What is 34 + 40?,75,73,76,74,D,34 + 40 = 74,English,Vocabulary,Easy
CB7-04152,What is 4 + 14?,20,17,18,19,C,4 + 14 = 18,Maths,Perimeter and Area,Easy
CB7-04153,What is 2 + 34?,38,36,37,35,B,2 + 34 = 36,SST,Mughal Empire,Hard
CB7-04154,What is 5 + 18?,24,25,23,22,C,5 + 18 = 23,Science,Electric Current,Medium
CB7-04155,What is 27 + 8?,36,34,35,37,C,27 + 8 = 35,Science,Light,Easy
CB7-04156,What is 14 + 12?,27,26,28,25,B,14 + 12 = 26,Science,Heat,Medium
CB7-04157,What is 16 + 35?,51,52,50,53,A,16 + 35 = 51,Maths,Rational Numbers,Easy
CB7-04158,What is 10 + 48?,59,58,60,57,B,10 + 48 = 58,English,Parts of Speech,Easy
CB7-04159,What is 8 + 13?,23,21,22,20,B,8 + 13 = 21,English,Vocabulary,Hard
CB7-04160,What is 2 + 19?,21,23,22,20,A,2 + 19 = 21,Science,Weather Climate,Easy
CB7-04161,What is 40 + 23?,65,63,62,64,B,40 + 23 = 63,English,Sentence Correction,Medium
CB7-04162,What is 11 + 31?,44,41,42,43,C,11 + 31 = 42,Maths,Comparing Quantities,Hard
CB7-04163,What is 42 + 24?,66,65,67,68,A,42 + 24 = 66,SST,Markets,Easy
CB7-04164,What is 8 + 3?,10,13,11,12,C,8 + 3 = 11,English,Parts of Speech,Medium
CB7-04165,What is 6 + 15?,22,20,23,21,D,6 + 15 = 21,English,Vocabulary,Medium
CB7-04166,What is 19 + 13?,32,31,34,33,A,19 + 13 = 32,SST,Mughal Empire,Easy
CB7-04167,What is 19 + 12?,30,32,31,33,C,19 + 12 = 31,Science,Nutrition in Animals,Medium
CB7-04168,What is 45 + 12?,56,57,58,59,B,45 + 12 = 57,SST,Delhi Sultanate,Hard
CB7-04169,What is 9 + 47?,56,55,58,57,A,9 + 47 = 56,English,Parts of Speech,Easy
CB7-04170,What is 30 + 20?,51,52,50,49,C,30 + 20 = 50,English,Synonyms Antonyms,Hard
CB7-04171,What is 35 + 11?,48,47,45,46,D,35 + 11 = 46,English,Sentence Correction,Easy
CB7-04172,What is 38 + 19?,58,57,59,56,B,38 + 19 = 57,Science,Nutrition in Plants,Hard
CB7-04173,What is 3 + 26?,30,31,28,29,D,3 + 26 = 29,English,Parts of Speech,Medium
CB7-04174,What is 25 + 12?,36,39,38,37,D,25 + 12 = 37,SST,Markets,Easy
CB7-04175,What is 39 + 32?,71,72,73,70,A,39 + 32 = 71,SST,Media,Hard
CB7-04176,What is 23 + 19?,44,41,43,42,D,23 + 19 = 42,Science,Electric Current,Easy
CB7-04177,What is 29 + 39?,67,70,68,69,C,29 + 39 = 68,Maths,Lines and Angles,Hard
CB7-04178,What is 46 + 46?,92,91,93,94,A,46 + 46 = 92,Science,Acids Bases and Salts,Medium
CB7-04179,What is 22 + 9?,33,32,31,30,C,22 + 9 = 31,Science,Electric Current,Hard
CB7-04180,What is 22 + 28?,50,52,51,49,A,22 + 28 = 50,SST,Inside our Earth,Easy
CB7-04181,What is 35 + 22?,59,57,56,58,B,35 + 22 = 57,Maths,Rational Numbers,Medium
CB7-04182,What is 27 + 27?,56,55,53,54,D,27 + 27 = 54,English,Comprehension,Hard
CB7-04183,What is 30 + 41?,73,71,70,72,B,30 + 41 = 71,Maths,Integers,Hard
CB7-04184,What is 30 + 32?,61,64,63,62,D,30 + 32 = 62,Maths,Algebra,Medium
CB7-04185,What is 26 + 15?,43,40,41,42,C,26 + 15 = 41,Maths,Triangle and Properties,Medium
CB7-04186,What is 35 + 2?,37,39,38,36,A,35 + 2 = 37,SST,Government,Medium
CB7-04187,What is 5 + 32?,38,37,39,36,B,5 + 32 = 37,Science,Acids Bases and Salts,Easy
CB7-04188,What is 8 + 40?,50,47,48,49,C,8 + 40 = 48,Science,Nutrition in Plants,Hard
CB7-04189,What is 35 + 10?,44,45,47,46,B,35 + 10 = 45,SST,Inside our Earth,Hard
CB7-04190,What is 46 + 19?,64,66,67,65,D,46 + 19 = 65,SST,Government,Easy
CB7-04191,What is 48 + 20?,69,70,68,67,C,48 + 20 = 68,English,Tenses,Medium
CB7-04192,What is 44 + 26?,70,71,72,69,A,44 + 26 = 70,Maths,Fractions and Decimals,Medium
CB7-04193,What is 18 + 6?,24,26,23,25,A,18 + 6 = 24,English,Grammar,Medium
CB7-04194,What is 15 + 37?,51,54,52,53,C,15 + 37 = 52,Maths,Data Handling,Easy
CB7-04195,What is 37 + 27?,63,66,65,64,D,37 + 27 = 64,Science,Electric Current,Hard
CB7-04196,What is 47 + 15?,62,64,63,61,A,47 + 15 = 62,Science,Soil,Medium
CB7-04197,What is 2 + 16?,19,20,17,18,D,2 + 16 = 18,Maths,Data Handling,Medium
CB7-04198,What is 2 + 26?,29,27,28,30,C,2 + 26 = 28,SST,Environment,Medium
CB7-04199,What is 14 + 46?,61,60,62,59,B,14 + 46 = 60,Maths,Algebra,Easy
CB7-04200,What is 48 + 28?,78,76,75,77,B,48 + 28 = 76,SST,Air and Water,Medium
CB7-04201,What is 5 + 24?,30,31,29,28,C,5 + 24 = 29,Maths,Rational Numbers,Hard
CB7-04202,What is 34 + 30?,63,65,66,64,D,34 + 30 = 64,SST,Mughal Empire,Medium
CB7-04203,What is 22 + 14?,35,37,36,38,C,22 + 14 = 36,SST,Government,Easy
CB7-04204,What is 4 + 33?,39,38,37,36,C,4 + 33 = 37,English,Synonyms Antonyms,Medium
CB7-04205,What is 32 + 12?,46,45,44,43,C,32 + 12 = 44,Maths,Integers,Medium
CB7-04206,What is 46 + 2?,47,50,49,48,D,46 + 2 = 48,English,Sentence Correction,Medium
CB7-04207,What is 15 + 14?,30,28,29,31,C,15 + 14 = 29,Science,Nutrition in Animals,Medium
CB7-04208,What is 16 + 29?,44,45,47,46,B,16 + 29 = 45,SST,Inside our Earth,Medium
CB7-04209,What is 25 + 36?,60,63,61,62,C,25 + 36 = 61,English,Vocabulary,Easy
CB7-04210,What is 38 + 18?,57,58,55,56,D,38 + 18 = 56,Science,Weather Climate,Medium
CB7-04211,What is 13 + 34?,48,46,49,47,D,13 + 34 = 47,Science,Respiration,Medium
CB7-04212,What is 50 + 20?,70,72,69,71,A,50 + 20 = 70,English,Grammar,Easy
CB7-04213,What is 29 + 32?,62,61,60,63,B,29 + 32 = 61,English,Synonyms Antonyms,Medium
CB7-04214,What is 24 + 4?,28,29,27,30,A,24 + 4 = 28,English,Sentence Correction,Hard
CB7-04215,What is 32 + 48?,79,80,82,81,B,32 + 48 = 80,Maths,Fractions and Decimals,Easy
CB7-04216,What is 21 + 23?,45,43,44,46,C,21 + 23 = 44,English,Fill in the Blanks,Hard
CB7-04217,What is 48 + 37?,86,85,87,84,B,48 + 37 = 85,SST,Markets,Medium
CB7-04218,What is 1 + 46?,48,47,49,46,B,1 + 46 = 47,Maths,Integers,Hard
CB7-04219,What is 1 + 37?,39,38,37,40,B,1 + 37 = 38,Maths,Integers,Medium
CB7-04220,What is 6 + 37?,43,44,45,42,A,6 + 37 = 43,Science,Heat,Hard
CB7-04221,What is 34 + 12?,47,45,46,48,C,34 + 12 = 46,Science,Respiration,Hard
CB7-04222,What is 29 + 25?,56,54,55,53,B,29 + 25 = 54,SST,Media,Medium
CB7-04223,What is 17 + 1?,17,18,20,19,B,17 + 1 = 18,SST,Government,Hard
CB7-04224,What is 8 + 48?,55,57,58,56,D,8 + 48 = 56,SST,Government,Hard
CB7-04225,What is 46 + 3?,49,51,48,50,A,46 + 3 = 49,English,Sentence Correction,Hard
CB7-04226,What is 6 + 30?,35,37,36,38,C,6 + 30 = 36,SST,Inside our Earth,Easy
CB7-04227,What is 24 + 8?,33,34,31,32,D,24 + 8 = 32,Science,Soil,Hard
CB7-04228,What is 42 + 10?,53,51,52,54,C,42 + 10 = 52,Science,Fibre to Fabric,Easy
CB7-04229,What is 41 + 7?,48,47,49,50,A,41 + 7 = 48,English,Fill in the Blanks,Easy
